seq,side,choice1
4071,Valencay,D
4072,Cheddar,D
4073,Brie,H
4074,Annon,H
4075,Camenbert,B
4076,Annon,F
4077,Camenbert,H
4078,Ricotta,F
4079,Gorgonzola,H
4080,Gorgonzola,B
4081,Brie,E
4082,Camenbert,H
4083,Ricotta,A
4084,Valencay,B
4085,Roquefort,F
4086,Ricotta,D
4087,Annon,F
4088,Cheddar,H
4089,Cheddar,C
4090,Gorgonzola,A
4091,Roquefort,H
4092,Brie,C
4093,Valencay,D
4094,Camenbert,E
4095,Camenbert,E
4096,Roquefort,F
4097,Brie,B
4098,Gorgonzola,D
4099,Roquefort,C
4100,Cheddar,G
4101,Gorgonzola,E
4102,Annon,C
4103,Ricotta,G
4104,Brie,A
4105,Valencay,E
4106,Camenbert,B
4107,Gorgonzola,E
4108,Brie,E
4109,Camenbert,E
4110,Cheddar,B
4111,Gorgonzola,E
4112,Valencay,A
4113,Ricotta,D
4114,Annon,E
4115,Ricotta,H
4116,Camenbert,E
4117,Cheddar,E
4118,Valencay,H
4119,Roquefort,D
4120,Camenbert,G
4121,Ricotta,G
4122,Annon,H
4123,Valencay,D
4124,Cheddar,C
4125,Cheddar,C
4126,Brie,D
4127,Brie,B
4128,Ricotta,D
4129,Valencay,B
4130,Cheddar,B
4131,Ricotta,B
4132,Gorgonzola,A
4133,Ricotta,C
4134,Brie,E
4135,Gorgonzola,C
4136,Brie,B
4137,Annon,D
4138,Cheddar,D
4139,Brie,G
4140,Valencay,B
4141,Gorgonzola,E
4142,Ricotta,D
4143,Ricotta,D
4144,Ricotta,D
4145,Ricotta,F
4146,Gorgonzola,E
4147,Camenbert,H
4148,Valencay,H
4149,Ricotta,C
4150,Valencay,H
4151,Camenbert,E
4152,Roquefort,H
4153,Brie,E
4154,Cheddar,C
4155,Roquefort,F
4156,Annon,A
4157,Roquefort,G
4158,Camenbert,A
4159,Brie,C
4160,Camenbert,F
4161,Roquefort,D
4162,Gorgonzola,D
4163,Roquefort,G
4164,Annon,H
4165,Brie,B
4166,Gorgonzola,D
4167,Annon,E
4168,Roquefort,G
4169,Valencay,C
4170,Camenbert,A
4171,Valencay,E
4172,Roquefort,E
4173,Gorgonzola,A
4174,Annon,F
4175,Brie,G
4176,Annon,B
4177,Brie,E
4178,Camenbert,G
4179,Brie,D
4180,Roquefort,A
4181,Camenbert,G
4182,Gorgonzola,D
4183,Camenbert,B
4184,Camenbert,H
4185,Annon,F
4186,Annon,B
4187,Valencay,C
4188,Cheddar,D
4189,Cheddar,F
4190,Gorgonzola,E
4191,Cheddar,D
4192,Brie,E
4193,Gorgonzola,H
4194,Brie,C
4195,Annon,F
4196,Roquefort,G
4197,Roquefort,H
4198,Annon,A
4199,Camenbert,B
4200,Roquefort,D
4201,Annon,E
4202,Annon,G
4203,Ricotta,B
4204,Cheddar,A
4205,Valencay,A
4206,Annon,D
4207,Valencay,E
4208,Roquefort,B
4209,Cheddar,C
4210,Roquefort,D
4211,Cheddar,A
4212,Cheddar,D
4213,Gorgonzola,F
4214,Brie,B
4215,Ricotta,C
4216,Valencay,A
4217,Valencay,E
4218,Camenbert,C
4219,Gorgonzola,C
4220,Ricotta,D
4221,Roquefort,G
4222,Gorgonzola,H
4223,Camenbert,D
4224,Valencay,E
4225,Cheddar,B
4226,Annon,F
4227,Gorgonzola,H
4228,Cheddar,E
4229,Gorgonzola,C
4230,Camenbert,E
4231,Valencay,A
4232,Roquefort,H
4233,Camenbert,E
4234,Ricotta,A
4235,Annon,B
4236,Ricotta,H
4237,Camenbert,B
4238,Roquefort,B
4239,Roquefort,C
4240,Cheddar,F
4241,Ricotta,A
4242,Valencay,H
4243,Brie,B
4244,Cheddar,G
4245,Cheddar,E
4246,Ricotta,C
4247,Cheddar,C
4248,Ricotta,C
4249,Camenbert,C
4250,Annon,E
4251,Cheddar,F
4252,Gorgonzola,E
4253,Camenbert,D
4254,Brie,B
4255,Camenbert,C
4256,Brie,C
4257,Valencay,E
4258,Cheddar,C
4259,Annon,C
4260,Ricotta,E
4261,Brie,A
4262,Camenbert,F
4263,Cheddar,C
4264,Brie,A
4265,Camenbert,H
4266,Brie,D
4267,Cheddar,C
4268,Valencay,E
4269,Gorgonzola,D
4270,Cheddar,H
4271,Valencay,B
4272,Brie,A
4273,Roquefort,F
4274,Annon,F
4275,Brie,C
4276,Valencay,F
4277,Cheddar,H
4278,Ricotta,G
4279,Gorgonzola,E
4280,Valencay,A
4281,Annon,D
4282,Annon,B
4283,Roquefort,F
4284,Gorgonzola,E
4285,Camenbert,E
4286,Cheddar,F
4287,Brie,F
4288,Cheddar,G
4289,Ricotta,D
4290,Cheddar,B
4291,Ricotta,C
4292,Ricotta,D
4293,Valencay,G
4294,Cheddar,A
4295,Gorgonzola,B
4296,Ricotta,C
4297,Gorgonzola,E
4298,Brie,G
4299,Gorgonzola,C
4300,Annon,A
4301,Camenbert,A
4302,Annon,D
4303,Roquefort,D
4304,Gorgonzola,A
4305,Cheddar,H
4306,Annon,C
4307,Gorgonzola,C
4308,Roquefort,G
4309,Camenbert,D
4310,Cheddar,D
4311,Roquefort,D
4312,Cheddar,H
4313,Gorgonzola,A
4314,Gorgonzola,B
4315,Roquefort,C
4316,Roquefort,F
4317,Gorgonzola,E
4318,Brie,C
4319,Roquefort,B
4320,Roquefort,A
4321,Brie,B
4322,Cheddar,F
4323,Roquefort,H
4324,Roquefort,F
4325,Ricotta,B
4326,Gorgonzola,A
4327,Brie,A
4328,Gorgonzola,E
4329,Roquefort,D
4330,Gorgonzola,G
4331,Ricotta,D
4332,Ricotta,G
4333,Gorgonzola,C
4334,Roquefort,A
4335,Cheddar,A
4336,Valencay,E
4337,Gorgonzola,D
4338,Roquefort,B
4339,Annon,G
4340,Camenbert,E
4341,Valencay,G
4342,Brie,D
4343,Ricotta,A
4344,Valencay,C
4345,Brie,E
4346,Camenbert,D
4347,Valencay,D
4348,Annon,D
4349,Roquefort,H
4350,Gorgonzola,A
4351,Brie,C
4352,,A
4353,Valencay,B
4354,Ricotta,E
4355,Valencay,A
4356,Roquefort,E
4357,Roquefort,E
4358,Annon,C
4359,Ricotta,B
4360,Cheddar,E
4361,Camenbert,E
4362,Cheddar,E
4363,Gorgonzola,G
4364,Valencay,D
4365,Camenbert,C
4366,Ricotta,D
4367,Valencay,C
4368,Roquefort,H
4369,Gorgonzola,B
4370,Cheddar,H
4371,Roquefort,A
4372,Camenbert,D
4373,Annon,B
4374,Brie,H
4375,Annon,H
4376,Gorgonzola,E
4377,Roquefort,A
4378,Annon,D
4379,Gorgonzola,H
4380,Camenbert,E
4381,Roquefort,E
4382,Ricotta,E
4383,Annon,A
4384,Brie,F
4385,Gorgonzola,F
4386,Ricotta,H
4387,Camenbert,D
4388,Ricotta,G
4389,Roquefort,C
4390,Camenbert,B
4391,Roquefort,F
4392,Cheddar,H
4393,Annon,D
4394,Gorgonzola,F
4395,Roquefort,H
4396,Annon,D
4397,Roquefort,B
4398,Brie,F
4399,Valencay,D
4400,Ricotta,E
4401,,G
4402,Valencay,C
4403,Camenbert,E
4404,Ricotta,H
4405,Cheddar,C
4406,Cheddar,D
4407,Cheddar,E
4408,Brie,G
4409,Roquefort,H
4410,Cheddar,E
4411,Ricotta,E
4412,Valencay,E
4413,Brie,G
4414,Valencay,E
4415,Gorgonzola,C
4416,Ricotta,B
4417,Camenbert,E
4418,Brie,H
4419,Cheddar,E
4420,Camenbert,A
4421,Ricotta,E
4422,Gorgonzola,G
4423,Camenbert,C
4424,Gorgonzola,A
4425,Gorgonzola,C
4426,Valencay,D
4427,Annon,E
4428,Roquefort,E
4429,Valencay,E
4430,Ricotta,E
4431,Roquefort,G
4432,Roquefort,C
4433,Brie,G
4434,Ricotta,C
4435,Camenbert,F
4436,Ricotta,B
4437,Cheddar,A
4438,Gorgonzola,F
4439,Brie,A
4440,Ricotta,A
4441,Ricotta,D
4442,Annon,E
4443,Ricotta,E
4444,Gorgonzola,E
4445,Ricotta,B
4446,Gorgonzola,C
4447,Ricotta,B
4448,Ricotta,A
4449,Valencay,F
4450,Ricotta,B
4451,Cheddar,E
4452,Camenbert,E
4453,Brie,C
4454,Gorgonzola,C
4455,Roquefort,F
4456,Valencay,G
4457,Cheddar,C
4458,Valencay,E
4459,Annon,H
4460,Brie,D
4461,Cheddar,E
4462,Cheddar,F
4463,Camenbert,E
4464,Cheddar,G
4465,Roquefort,F
4466,Brie,E
4467,Roquefort,B
4468,Brie,C
4469,Cheddar,E
4470,Gorgonzola,E
4471,Valencay,C
4472,Cheddar,C
4473,Cheddar,B
4474,Brie,E
4475,Gorgonzola,A
4476,Brie,C
4477,Ricotta,H
4478,Valencay,C
4479,Cheddar,E
4480,Brie,H
4481,Brie,E
4482,Cheddar,C
4483,Roquefort,E
4484,Roquefort,F
4485,Valencay,E
4486,Gorgonzola,H
4487,Cheddar,D
4488,Roquefort,A
4489,Camenbert,H
4490,Brie,E
4491,Brie,G
4492,Annon,E
4493,Valencay,G
4494,Gorgonzola,B
4495,Valencay,H
4496,Valencay,C
4497,Brie,F
4498,Cheddar,G
4499,Ricotta,B
4500,Valencay,E
4501,Camenbert,C
4502,Annon,D
4503,Valencay,H
4504,Roquefort,E
4505,Roquefort,F
4506,Cheddar,F
4507,Roquefort,C
4508,Gorgonzola,G
4509,Camenbert,E
4510,Brie,D
4511,Cheddar,H
4512,Brie,D
4513,Roquefort,G
4514,Cheddar,C
4515,Brie,C
4516,Annon,E
4517,Cheddar,D
4518,Gorgonzola,G
4519,Ricotta,G
4520,Cheddar,G
4521,Valencay,G
4522,Camenbert,B
4523,Annon,A
4524,Annon,H
4525,Camenbert,B
4526,Roquefort,D
4527,Brie,C
4528,Annon,B
4529,Camenbert,H
4530,Ricotta,C
4531,Gorgonzola,A
4532,Valencay,E
4533,Gorgonzola,G
4534,Camenbert,A
4535,Ricotta,D
4536,Ricotta,C
4537,Ricotta,H
4538,Annon,A
4539,Cheddar,C
4540,Valencay,F
4541,Camenbert,E
4542,Ricotta,B
4543,Camenbert,H
4544,Roquefort,D
4545,Gorgonzola,E
4546,Roquefort,D
4547,Annon,G
4548,Cheddar,F
4549,Valencay,D
4550,Valencay,E
4551,Cheddar,C
4552,Roquefort,G
4553,Camenbert,G
4554,Roquefort,F
4555,Roquefort,C
4556,Gorgonzola,F
4557,Roquefort,D
4558,Ricotta,B
4559,Gorgonzola,E
4560,Brie,G
4561,,A
4562,Cheddar,B
4563,Roquefort,B
4564,Valencay,B
4565,Camenbert,E
4566,Ricotta,H
4567,Valencay,A
4568,Ricotta,C
4569,Brie,C
4570,Roquefort,A
4571,Cheddar,H
4572,Ricotta,E
4573,Gorgonzola,D
4574,Ricotta,C
4575,Ricotta,G
4576,Ricotta,A
4577,Brie,C
4578,Ricotta,D
4579,,G
4580,Cheddar,A
4581,Gorgonzola,H
4582,Gorgonzola,G
4583,Camenbert,H
4584,Roquefort,H
4585,Ricotta,H
4586,Ricotta,G
4587,Gorgonzola,D
4588,Roquefort,A
4589,Ricotta,B
4590,Ricotta,C
4591,Ricotta,H
4592,Ricotta,D
4593,Brie,D
4594,Gorgonzola,A
4595,Brie,E
4596,Valencay,C
4597,Brie,B
4598,Brie,H
4599,Ricotta,H
4600,Ricotta,A
4601,Cheddar,B
4602,Cheddar,E
4603,Roquefort,A
4604,Ricotta,F
4605,Ricotta,F
4606,Ricotta,F
4607,Gorgonzola,C
4608,Camenbert,E
4609,Ricotta,F
4610,Ricotta,D
4611,Annon,C
4612,Gorgonzola,C
4613,Roquefort,G
4614,Camenbert,A
4615,Roquefort,H
4616,Gorgonzola,F
4617,Roquefort,H
4618,Gorgonzola,B
4619,Valencay,B
4620,Gorgonzola,G
4621,Cheddar,B
4622,Valencay,A
4623,Annon,B
4624,Ricotta,B
4625,Gorgonzola,G
4626,Ricotta,D
4627,Valencay,E
4628,Valencay,B
4629,Gorgonzola,B
4630,Valencay,G
4631,Roquefort,B
4632,Cheddar,E
4633,Annon,F
4634,Ricotta,D
4635,Ricotta,E
4636,Gorgonzola,E
4637,Cheddar,H
4638,Valencay,C
4639,Ricotta,F
4640,Brie,F
4641,Gorgonzola,H
4642,Roquefort,G
4643,Ricotta,E
4644,Ricotta,B
4645,Annon,B
4646,Annon,E
4647,Cheddar,E
4648,Valencay,E
4649,Cheddar,G
4650,Annon,G
4651,Roquefort,C
4652,Gorgonzola,E
4653,Valencay,C
4654,Valencay,B
4655,Camenbert,D
4656,Annon,C
4657,Camenbert,C
4658,Camenbert,D
4659,Gorgonzola,F
4660,Roquefort,D
4661,Cheddar,E
4662,Gorgonzola,D
4663,Gorgonzola,A
4664,Annon,D
4665,Gorgonzola,E
4666,Cheddar,C
4667,Valencay,E
4668,Camenbert,H
4669,Camenbert,C
4670,Camenbert,G
4671,Cheddar,D
4672,Annon,D
4673,Annon,G
4674,Valencay,D
4675,Roquefort,H
4676,Valencay,B
4677,Gorgonzola,D
4678,Camenbert,B
4679,Ricotta,D
4680,Brie,H
4681,Camenbert,B
4682,Cheddar,E
4683,Camenbert,A
4684,Ricotta,B
4685,Brie,C
4686,Roquefort,G
4687,Valencay,E
4688,Cheddar,C
4689,Gorgonzola,C
4690,Valencay,C
4691,Annon,E
4692,Camenbert,C
4693,Annon,E
4694,Annon,E
4695,Brie,H
4696,Valencay,A
4697,Roquefort,D
4698,Ricotta,D
4699,Valencay,F
4700,Ricotta,D
4701,Brie,E
4702,Brie,D
4703,Brie,C
4704,Ricotta,C
4705,Ricotta,B
4706,Ricotta,D
4707,Camenbert,G
4708,Valencay,B
4709,Camenbert,A
4710,Annon,E
4711,Brie,H
4712,Roquefort,B
4713,Camenbert,D
4714,Ricotta,H
4715,Cheddar,D
4716,Valencay,H
4717,Brie,D
4718,Gorgonzola,C
4719,Roquefort,G
4720,Camenbert,F
4721,Annon,A
4722,Gorgonzola,D
4723,Cheddar,A
4724,Ricotta,C
4725,Gorgonzola,F
4726,Valencay,E
4727,Roquefort,H
4728,Gorgonzola,A
4729,Roquefort,B
4730,Camenbert,G
4731,Roquefort,F
4732,Roquefort,G
4733,Gorgonzola,D
4734,Cheddar,F
4735,Roquefort,D
4736,Ricotta,A
4737,Camenbert,B
4738,Valencay,C
4739,Valencay,F
4740,Gorgonzola,B
4741,Cheddar,G
4742,Ricotta,D
4743,Camenbert,D
4744,Roquefort,B
4745,Gorgonzola,A
4746,Brie,C
4747,Camenbert,D
4748,Ricotta,H
4749,Ricotta,C
4750,Ricotta,B
4751,Annon,H
4752,Ricotta,E
4753,Annon,G
4754,Valencay,F
4755,Gorgonzola,B
4756,Roquefort,C
4757,Valencay,C
4758,Camenbert,A
4759,Ricotta,H
4760,Roquefort,E
4761,Annon,D
4762,Brie,E
4763,Camenbert,G
4764,Ricotta,D
4765,Ricotta,G
4766,Gorgonzola,A
4767,Camenbert,A
4768,Gorgonzola,C
4769,Annon,E
4770,Annon,C
4771,Valencay,B
4772,Camenbert,H
4773,Brie,A
4774,Valencay,G
4775,Ricotta,G
4776,Cheddar,E
4777,Annon,G
4778,Roquefort,D
4779,Camenbert,G
4780,Roquefort,E
4781,Annon,D
4782,Brie,E
4783,Camenbert,A
4784,Roquefort,B
4785,Annon,G
4786,Valencay,E
4787,Roquefort,F
4788,Roquefort,H
4789,Annon,B
4790,Camenbert,G
4791,Annon,E
4792,Cheddar,C
4793,Ricotta,D
4794,Brie,D
4795,Gorgonzola,E
4796,Cheddar,F
4797,Gorgonzola,B
4798,Ricotta,B
4799,Gorgonzola,E
4800,Camenbert,C
4801,Cheddar,D
4802,Ricotta,H
4803,Gorgonzola,H
4804,Ricotta,D
4805,Cheddar,B
4806,Camenbert,H
4807,Valencay,A
4808,Gorgonzola,D
4809,Camenbert,E
4810,Valencay,E
4811,Brie,E
4812,Cheddar,F
4813,Cheddar,B
4814,Annon,F
4815,Roquefort,G
4816,Gorgonzola,G
4817,Annon,A
4818,Annon,C
4819,Roquefort,D
4820,Ricotta,G
4821,Annon,H
4822,Annon,H
4823,Ricotta,D
4824,Cheddar,D
4825,Gorgonzola,F
4826,Ricotta,H
4827,Ricotta,H
4828,Gorgonzola,E
4829,Valencay,C
4830,Ricotta,F
4831,Cheddar,G
4832,Valencay,A
4833,Ricotta,B
4834,Roquefort,G
4835,Gorgonzola,C
4836,Camenbert,D
4837,Camenbert,F
4838,Roquefort,C
4839,Camenbert,E
4840,Ricotta,C
4841,Roquefort,E
4842,Roquefort,E
4843,Cheddar,G
4844,Annon,F
4845,Valencay,F
4846,Roquefort,E
4847,Valencay,E
4848,Brie,E
4849,Valencay,F
4850,Brie,D
4851,Cheddar,D
4852,Annon,B
4853,Annon,C
4854,Ricotta,A
4855,Gorgonzola,C
4856,Cheddar,F
4857,Annon,A
4858,Gorgonzola,E
4859,Camenbert,C
4860,Annon,D
4861,Roquefort,A
4862,Roquefort,B
4863,Ricotta,E
4864,Gorgonzola,D
4865,Valencay,H
4866,Camenbert,E
4867,Annon,F
4868,Annon,C
4869,Annon,E
4870,Valencay,H
4871,Brie,G
4872,Brie,E
4873,Cheddar,F
4874,Gorgonzola,B
4875,Ricotta,H
4876,Valencay,B
4877,Camenbert,B
4878,Valencay,G
4879,Valencay,C
4880,Gorgonzola,E
4881,Camenbert,D
4882,Cheddar,E
4883,Ricotta,H
4884,Gorgonzola,C
4885,Valencay,H
4886,Gorgonzola,A
4887,Roquefort,D
4888,Camenbert,G
4889,Roquefort,D
4890,Cheddar,F
4891,Camenbert,B
4892,Valencay,G
4893,Annon,G
4894,Roquefort,F
4895,Camenbert,H
4896,Roquefort,E
4897,Ricotta,E
4898,Gorgonzola,C
4899,Valencay,D
4900,Cheddar,D
4901,Camenbert,C
4902,Roquefort,C
4903,Annon,H
4904,Annon,E
4905,Camenbert,A
4906,Roquefort,F
4907,Annon,B
4908,Camenbert,C
4909,Camenbert,D
4910,Gorgonzola,A
4911,Ricotta,D
4912,Ricotta,F
4913,Cheddar,C
4914,Annon,D
4915,Camenbert,D
4916,Brie,D
4917,Gorgonzola,B
4918,Camenbert,C
4919,Brie,F
4920,Ricotta,D
4921,Valencay,C
4922,Valencay,G
4923,Roquefort,D
4924,Valencay,F
4925,Camenbert,F
4926,Annon,E
4927,Camenbert,C
4928,Brie,A
4929,Cheddar,G
4930,Valencay,H
4931,Roquefort,F
4932,Roquefort,F
4933,Cheddar,D
4934,Camenbert,D
4935,Camenbert,G
4936,Annon,D
4937,Roquefort,C
4938,Roquefort,D
4939,Cheddar,C
4940,Camenbert,F
4941,Valencay,E
4942,Cheddar,F
4943,Valencay,D
4944,Cheddar,C
4945,Valencay,E
4946,Roquefort,G
4947,Brie,H
4948,Brie,H
4949,Valencay,C
4950,Camenbert,B
4951,Roquefort,C
4952,Gorgonzola,H
4953,Annon,C
4954,Roquefort,G
4955,Valencay,E
4956,Gorgonzola,E
4957,Annon,B
4958,Camenbert,H
4959,Gorgonzola,D
4960,Gorgonzola,B
4961,Roquefort,C
4962,Ricotta,B
4963,Annon,H
4964,Annon,C
4965,Cheddar,C
4966,Gorgonzola,D
4967,Brie,D
4968,Ricotta,E
4969,Ricotta,F
4970,Gorgonzola,E
4971,Camenbert,B
4972,Roquefort,C
4973,Brie,H
4974,Gorgonzola,C
4975,Cheddar,B
4976,Annon,D
4977,Cheddar,D
4978,Brie,C
4979,Ricotta,E
4980,Cheddar,F
4981,Ricotta,D
4982,Camenbert,F
4983,Annon,D
4984,Gorgonzola,E
4985,Ricotta,B
4986,Camenbert,G
4987,Ricotta,F
4988,Annon,G
4989,Ricotta,H
4990,Cheddar,A
4991,Ricotta,G
4992,Camenbert,D
4993,Brie,E
4994,Roquefort,H
4995,Ricotta,E
4996,Camenbert,A
4997,Gorgonzola,G
4998,Ricotta,E
4999,Valencay,D
5000,Valencay,B
5001,Gorgonzola,G
5002,Ricotta,H
5003,Roquefort,F
5004,Brie,A
5005,Camenbert,F
5006,Cheddar,G
5007,Gorgonzola,H
5008,Brie,D
5009,Camenbert,H
5010,Roquefort,H
5011,Camenbert,G
5012,Ricotta,G
5013,Cheddar,A
5014,Valencay,D
5015,Annon,G
5016,Roquefort,D
5017,Cheddar,F
5018,Annon,C
5019,Roquefort,D
5020,Valencay,D
5021,Annon,B
5022,Valencay,B
5023,Valencay,H
5024,Gorgonzola,D
5025,Cheddar,D
5026,Gorgonzola,H
5027,Gorgonzola,A
5028,Gorgonzola,G
5029,Valencay,C
5030,Ricotta,E
5031,Cheddar,H
5032,Camenbert,D
5033,Annon,E
5034,Annon,G
5035,Gorgonzola,B
5036,Gorgonzola,B
5037,Camenbert,H
5038,Brie,E
5039,Cheddar,D
5040,Cheddar,D
5041,Camenbert,A
5042,Gorgonzola,B
5043,Gorgonzola,B
5044,Ricotta,E
5045,Brie,E
5046,Roquefort,G
5047,Ricotta,E
5048,Camenbert,F
5049,Cheddar,F
5050,Camenbert,B
5051,Cheddar,E
5052,Roquefort,C
5053,Ricotta,G
5054,Ricotta,A
5055,Gorgonzola,A
5056,Ricotta,E
5057,Camenbert,E
5058,Cheddar,B
5059,Roquefort,H
5060,Roquefort,D
5061,Cheddar,G
5062,Camenbert,E
5063,Roquefort,F
5064,Ricotta,A
5065,Brie,D
5066,Camenbert,D
5067,Cheddar,C
5068,Roquefort,F
5069,Cheddar,G
5070,Valencay,D
5071,Cheddar,H
5072,Gorgonzola,H
5073,Annon,D
5074,Annon,D
5075,Gorgonzola,C
5076,Valencay,D
5077,Camenbert,D
5078,Gorgonzola,E
5079,Annon,E
5080,Valencay,A
5081,Ricotta,E
5082,Valencay,F
5083,Roquefort,B
5084,Cheddar,C
5085,Cheddar,C
5086,Roquefort,H
5087,Ricotta,E
5088,Roquefort,B
5089,Ricotta,E
5090,Gorgonzola,D
5091,Valencay,G
5092,Valencay,G
5093,Camenbert,A
5094,Valencay,D
5095,Valencay,F
5096,Cheddar,D
5097,Ricotta,D
5098,Brie,F
5099,Valencay,E
5100,Brie,B
5101,Brie,G
5102,Gorgonzola,E
5103,Roquefort,B
5104,Cheddar,D
5105,Camenbert,H
5106,Brie,C
5107,Cheddar,F
5108,Gorgonzola,G
5109,Camenbert,E
5110,Brie,C
5111,Valencay,E
5112,Annon,E
5113,Valencay,B
5114,Gorgonzola,G
5115,Camenbert,D
5116,Valencay,H
5117,Roquefort,H
5118,Ricotta,B
5119,Roquefort,E
5120,Valencay,E
5121,Annon,C
5122,Cheddar,H
5123,Camenbert,D
5124,Annon,C
5125,Gorgonzola,G
5126,Roquefort,E
5127,Roquefort,C
5128,Roquefort,D
5129,Camenbert,E
5130,Gorgonzola,F
5131,Gorgonzola,H
5132,Roquefort,G
5133,Valencay,E
5134,Annon,F
5135,Roquefort,E
5136,Ricotta,C
5137,Annon,E
5138,Cheddar,C
5139,Annon,E
5140,Brie,F
5141,Valencay,E
5142,Valencay,B
5143,Roquefort,G
5144,Roquefort,B
5145,Roquefort,C
5146,Annon,H
5147,Annon,G
5148,Ricotta,F
5149,Camenbert,B
5150,Gorgonzola,B
5151,Ricotta,F
5152,Camenbert,C
5153,Gorgonzola,G
5154,Brie,G
5155,Gorgonzola,G
5156,Valencay,G
5157,Gorgonzola,D
5158,Camenbert,A
5159,Ricotta,F
5160,Brie,E
5161,Cheddar,C
5162,Cheddar,G
5163,Ricotta,C
5164,Brie,D
5165,Camenbert,A
5166,Brie,E
5167,Camenbert,H
5168,Valencay,G
5169,Ricotta,D
5170,Valencay,E
5171,Valencay,C
5172,Valencay,A
5173,Camenbert,C
5174,Ricotta,E
5175,Gorgonzola,H
5176,Gorgonzola,C
5177,Cheddar,C
5178,Camenbert,H
5179,Gorgonzola,E
5180,Annon,H
5181,Gorgonzola,G
5182,Roquefort,E
5183,Cheddar,D
5184,Ricotta,E
5185,Cheddar,E
5186,Gorgonzola,G
5187,Roquefort,E
5188,Camenbert,A
5189,Camenbert,D
5190,Ricotta,B
5191,Roquefort,D
5192,Brie,F
5193,Gorgonzola,B
5194,Brie,D
5195,Ricotta,E
5196,,B
5197,Ricotta,D
5198,Valencay,B
5199,Brie,B
5200,Annon,A
5201,Annon,E
5202,Brie,G
5203,Annon,D
5204,Cheddar,B
5205,Roquefort,A
5206,Cheddar,F
5207,Cheddar,C
5208,Camenbert,C
5209,Cheddar,B
5210,Gorgonzola,C
5211,Roquefort,F
5212,Ricotta,G
5213,Ricotta,G
5214,Valencay,G
5215,Gorgonzola,F
5216,Cheddar,B
5217,Cheddar,F
5218,Brie,D
5219,Camenbert,F
5220,Cheddar,D
5221,Gorgonzola,B
5222,Ricotta,B
5223,Cheddar,C
5224,Ricotta,H
5225,,H
5226,Annon,G
5227,Ricotta,D
5228,Gorgonzola,B
5229,Brie,F
5230,Valencay,E
5231,Gorgonzola,G
5232,Cheddar,D
5233,Cheddar,G
5234,Ricotta,D
5235,Brie,E
5236,Annon,E
5237,Annon,B
5238,Ricotta,D
5239,Valencay,D
5240,Valencay,D
5241,Camenbert,D
5242,Camenbert,E
5243,Brie,D
5244,Cheddar,D
5245,Brie,B
5246,Annon,G
5247,Camenbert,B
5248,Annon,G
5249,Roquefort,D
5250,Cheddar,E
5251,Gorgonzola,G
5252,Gorgonzola,H
5253,Annon,C
5254,Valencay,D
5255,Valencay,E
5256,Roquefort,E
5257,Brie,D
5258,Camenbert,E
5259,Ricotta,B
5260,Brie,E
5261,Roquefort,C
5262,Cheddar,B
5263,Gorgonzola,D
5264,Roquefort,C
5265,Brie,C
5266,Valencay,G
5267,Cheddar,B
5268,Annon,B
5269,Roquefort,G
5270,Gorgonzola,D
5271,Cheddar,F
5272,Annon,F
5273,Annon,F
5274,Camenbert,A
5275,Roquefort,C
5276,Annon,D
5277,Roquefort,D
5278,Roquefort,B
5279,Valencay,F
5280,Annon,C
5281,Roquefort,D
5282,Ricotta,D
5283,Gorgonzola,C
5284,Roquefort,G
5285,Gorgonzola,H
5286,Roquefort,E
5287,Camenbert,E
5288,Gorgonzola,C
5289,Roquefort,F
5290,Valencay,G
5291,Ricotta,D
5292,Valencay,B
5293,Annon,G
5294,Cheddar,B
5295,Valencay,A
5296,Cheddar,A
5297,Roquefort,H
5298,Camenbert,F
5299,Brie,E
5300,Camenbert,C
5301,Gorgonzola,C
5302,Valencay,H
5303,Ricotta,F
5304,Roquefort,G
5305,Valencay,C
5306,Brie,D
5307,Annon,B
5308,Valencay,C
5309,Camenbert,G
5310,Brie,A
5311,Valencay,C
5312,Camenbert,E
5313,Brie,H
5314,Roquefort,D
5315,Annon,H
5316,Camenbert,G
5317,Gorgonzola,G
5318,Brie,F
5319,Roquefort,C
5320,Gorgonzola,C
5321,Roquefort,C
5322,Roquefort,B
5323,Brie,D
5324,Brie,D
5325,Camenbert,D
5326,Camenbert,E
5327,Roquefort,D
5328,Camenbert,C
5329,Brie,E
5330,Annon,A
5331,Valencay,D
5332,Gorgonzola,G
5333,Camenbert,F
5334,Valencay,G
5335,Gorgonzola,G
5336,Ricotta,E
5337,Roquefort,A
5338,Annon,H
5339,Annon,D
5340,Brie,F
5341,Brie,B
5342,Gorgonzola,D
5343,Annon,E
5344,Valencay,E
5345,Roquefort,A
5346,Roquefort,E
5347,Gorgonzola,B
5348,Ricotta,D
5349,Cheddar,E
5350,Roquefort,E
5351,Gorgonzola,A
5352,Valencay,A
5353,Annon,G
5354,Brie,B
5355,Annon,F
5356,Cheddar,A
5357,Camenbert,E
5358,Annon,E
5359,Roquefort,D
5360,Brie,B
5361,Cheddar,G
5362,Roquefort,E
5363,Annon,G
5364,Annon,H
5365,Camenbert,A
5366,Gorgonzola,C
5367,Valencay,B
5368,Camenbert,F
5369,Valencay,H
5370,Camenbert,B
5371,Cheddar,C
5372,Gorgonzola,E
5373,Ricotta,G
5374,Valencay,E
5375,Gorgonzola,H
5376,Annon,H
5377,Valencay,B
