seq,prefer,frequency,wineFrequency
7544,±Ì¿Ã∞®,3,1
7545,±Ì¿Ã∞®,1,1
7546,¥Áµµ,1,1
7547,±Ì¿Ã∞®,4,2
7548,¥Áµµ,3,2
7549,¥Áµµ,6,5
7550,±Ì¿Ã∞®,2,1
7551,¥Áµµ,1,1
7552,¥Áµµ,3,1
7553,±Ì¿Ã∞®,2,1
7554,±Ì¿Ã∞®,3,1
7555,±Ì¿Ã∞®,2,1
7556,¥Áµµ,3,1
7557,±Ì¿Ã∞®,4,2
7558,±Ì¿Ã∞®,3,2
7559,¥Áµµ,1,1
7560,¥Áµµ,3,2
7561,¥Áµµ,1,1
7562,±Ì¿Ã∞®,2,1
7563,¥Áµµ,2,1
7564,±Ì¿Ã∞®,3,1
7565,¥Áµµ,3,1
7566,¥Áµµ,2,1
7567,¥Áµµ,0,0
7568,±Ì¿Ã∞®,3,1
7569,±Ì¿Ã∞®,1,1
7570,±Ì¿Ã∞®,3,2
7571,¥Áµµ,2,1
7572,±Ì¿Ã∞®,2,1
7573,¥Áµµ,3,1
7574,¥Áµµ,1,1
7575,±Ì¿Ã∞®,2,1
7576,¥Áµµ,2,1
7577,¥Áµµ,3,2
7578,¥Áµµ,3,1
7579,±Ì¿Ã∞®,2,1
7580,¥Áµµ,3,1
7581,¥Áµµ,2,1
7582,±Ì¿Ã∞®,3,2
7583,±Ì¿Ã∞®,4,3
7584,±Ì¿Ã∞®,2,1
7585,¥Áµµ,3,2
7586,¥Áµµ,2,1
7587,¥Áµµ,1,1
7588,¥Áµµ,4,2
7589,¥Áµµ,2,1
7590,±Ì¿Ã∞®,2,1
7591,±Ì¿Ã∞®,3,1
7592,¥Áµµ,2,1
7593,±Ì¿Ã∞®,5,3
7594,¥Áµµ,5,1
7595,±Ì¿Ã∞®,3,1
7596,¥Áµµ,2,1
7597,¥Áµµ,2,1
7598,¥Áµµ,2,1
7599,±Ì¿Ã∞®,3,2
7600,±Ì¿Ã∞®,1,1
7601,¥Áµµ,1,1
7602,±Ì¿Ã∞®,2,1
7603,±Ì¿Ã∞®,4,1
7604,±Ì¿Ã∞®,3,2
7605,±Ì¿Ã∞®,3,1
7606,±Ì¿Ã∞®,3,2
7607,±Ì¿Ã∞®,2,1
7608,±Ì¿Ã∞®,4,1
7609,¥Áµµ,2,1
7610,±Ì¿Ã∞®,3,2
7611,±Ì¿Ã∞®,3,1
7612,±Ì¿Ã∞®,2,1
7613,±Ì¿Ã∞®,2,1
7614,±Ì¿Ã∞®,3,2
7615,±Ì¿Ã∞®,4,2
7616,¥Áµµ,1,1
7617,±Ì¿Ã∞®,2,1
7618,¥Áµµ,3,1
7619,¥Áµµ,5,3
7620,±Ì¿Ã∞®,3,1
7621,¥Áµµ,1,1
7622,¥Áµµ,1,1
7623,±Ì¿Ã∞®,2,1
7624,¥Áµµ,2,1
7625,±Ì¿Ã∞®,3,2
7626,¥Áµµ,2,1
7627,¥Áµµ,3,2
7628,±Ì¿Ã∞®,2,1
7629,±Ì¿Ã∞®,5,1
7630,¥Áµµ,2,1
7631,¥Áµµ,4,3
7632,¥Áµµ,3,1
7633,±Ì¿Ã∞®,2,1
7634,±Ì¿Ã∞®,3,2
7635,¥Áµµ,3,2
7636,¥Áµµ,3,1
7637,±Ì¿Ã∞®,2,1
7638,¥Áµµ,3,2
7639,±Ì¿Ã∞®,1,1
7640,±Ì¿Ã∞®,3,2
7641,¥Áµµ,4,2
7642,±Ì¿Ã∞®,2,1
7643,±Ì¿Ã∞®,1,1
7644,±Ì¿Ã∞®,4,1
7645,±Ì¿Ã∞®,5,2
7646,¥Áµµ,2,1
7647,¥Áµµ,3,2
7648,¥Áµµ,3,2
7649,¥Áµµ,1,1
7650,±Ì¿Ã∞®,1,1
7651,¥Áµµ,3,1
7652,¥Áµµ,4,3
7653,±Ì¿Ã∞®,3,2
7654,±Ì¿Ã∞®,2,1
7655,¥Áµµ,3,1
7656,±Ì¿Ã∞®,2,1
7657,±Ì¿Ã∞®,1,1
7658,¥Áµµ,1,1
7659,¥Áµµ,1,1
7660,±Ì¿Ã∞®,2,1
7661,¥Áµµ,3,2
7662,¥Áµµ,2,1
7663,±Ì¿Ã∞®,1,1
7664,±Ì¿Ã∞®,2,1
7665,±Ì¿Ã∞®,1,1
7666,¥Áµµ,2,1
7667,¥Áµµ,2,1
7668,¥Áµµ,3,2
7669,¥Áµµ,5,1
7670,¥Áµµ,3,1
7671,±Ì¿Ã∞®,2,1
7672,¥Áµµ,2,1
7673,¥Áµµ,3,1
7674,¥Áµµ,2,1
7675,±Ì¿Ã∞®,5,2
7676,±Ì¿Ã∞®,1,1
7677,¥Áµµ,3,1
7678,±Ì¿Ã∞®,3,2
7679,¥Áµµ,2,1
7680,¥Áµµ,1,1
7681,±Ì¿Ã∞®,3,1
7682,¥Áµµ,2,1
7683,¥Áµµ,2,1
7684,±Ì¿Ã∞®,2,1
7685,¥Áµµ,4,3
7686,¥Áµµ,2,1
7687,±Ì¿Ã∞®,4,2
7688,±Ì¿Ã∞®,3,2
7689,±Ì¿Ã∞®,3,1
7690,¥Áµµ,4,2
7691,¥Áµµ,2,1
7692,±Ì¿Ã∞®,2,1
7693,¥Áµµ,2,1
7694,±Ì¿Ã∞®,2,1
7695,±Ì¿Ã∞®,1,1
7696,¥Áµµ,1,1
7697,±Ì¿Ã∞®,2,1
7698,¥Áµµ,1,1
7699,¥Áµµ,2,1
7700,±Ì¿Ã∞®,3,2
7701,¥Áµµ,2,1
7702,±Ì¿Ã∞®,3,1
7703,±Ì¿Ã∞®,2,1
7704,±Ì¿Ã∞®,2,1
7705,¥Áµµ,3,2
7706,¥Áµµ,3,2
7707,¥Áµµ,2,1
7708,±Ì¿Ã∞®,3,2
7709,¥Áµµ,5,1
7710,¥Áµµ,1,1
7711,¥Áµµ,2,1
7712,±Ì¿Ã∞®,2,1
7713,±Ì¿Ã∞®,2,1
7714,±Ì¿Ã∞®,3,2
7715,±Ì¿Ã∞®,3,1
7716,¥Áµµ,1,1
7717,¥Áµµ,2,1
7718,±Ì¿Ã∞®,2,1
7719,±Ì¿Ã∞®,1,1
7720,¥Áµµ,3,2
7721,¥Áµµ,2,1
7722,¥Áµµ,2,1
7723,¥Áµµ,3,2
7724,±Ì¿Ã∞®,2,1
7725,±Ì¿Ã∞®,3,1
7726,¥Áµµ,1,1
7727,¥Áµµ,2,1
7728,±Ì¿Ã∞®,1,1
7729,¥Áµµ,3,1
7730,¥Áµµ,4,1
7731,±Ì¿Ã∞®,3,1
7732,±Ì¿Ã∞®,3,2
7733,¥Áµµ,1,1
7734,¥Áµµ,4,3
7735,±Ì¿Ã∞®,2,1
7736,±Ì¿Ã∞®,2,1
7737,¥Áµµ,3,1
7738,¥Áµµ,2,1
7739,¥Áµµ,2,1
7740,¥Áµµ,2,1
7741,¥Áµµ,2,1
7742,¥Áµµ,1,1
7743,±Ì¿Ã∞®,2,1
7744,¥Áµµ,2,1
7745,±Ì¿Ã∞®,3,2
7746,¥Áµµ,3,2
7747,¥Áµµ,1,1
7748,±Ì¿Ã∞®,2,1
7749,¥Áµµ,2,1
7750,±Ì¿Ã∞®,3,2
7751,¥Áµµ,2,1
7752,¥Áµµ,2,1
7753,±Ì¿Ã∞®,1,1
7754,¥Áµµ,4,1
7755,¥Áµµ,2,1
7756,±Ì¿Ã∞®,3,2
7757,¥Áµµ,2,1
7758,¥Áµµ,2,1
7759,¥Áµµ,4,1
7760,±Ì¿Ã∞®,3,1
7761,±Ì¿Ã∞®,2,1
7762,±Ì¿Ã∞®,1,1
7763,±Ì¿Ã∞®,2,1
7764,¥Áµµ,1,1
7765,±Ì¿Ã∞®,3,1
7766,±Ì¿Ã∞®,1,1
7767,¥Áµµ,2,1
7768,¥Áµµ,2,1
7769,¥Áµµ,2,1
7770,±Ì¿Ã∞®,2,1
7771,¥Áµµ,4,2
7772,±Ì¿Ã∞®,2,1
7773,±Ì¿Ã∞®,2,1
7774,¥Áµµ,4,1
7775,¥Áµµ,3,2
7776,±Ì¿Ã∞®,1,1
7777,±Ì¿Ã∞®,2,1
7778,¥Áµµ,2,1
7779,±Ì¿Ã∞®,3,2
7780,±Ì¿Ã∞®,5,4
7781,±Ì¿Ã∞®,1,1
7782,¥Áµµ,6,1
7783,¥Áµµ,4,3
7784,±Ì¿Ã∞®,0,0
7785,±Ì¿Ã∞®,3,1
7786,±Ì¿Ã∞®,2,1
7787,¥Áµµ,6,1
7788,±Ì¿Ã∞®,1,1
7789,±Ì¿Ã∞®,2,1
7790,±Ì¿Ã∞®,3,1
7791,¥Áµµ,4,3
7792,¥Áµµ,1,1
7793,¥Áµµ,5,1
7794,±Ì¿Ã∞®,1,1
7795,¥Áµµ,3,2
7796,¥Áµµ,2,1
7797,±Ì¿Ã∞®,4,2
7798,¥Áµµ,4,3
7799,¥Áµµ,3,2
7800,¥Áµµ,2,1
7801,¥Áµµ,6,1
7802,¥Áµµ,3,1
7803,¥Áµµ,2,1
7804,±Ì¿Ã∞®,2,1
7805,±Ì¿Ã∞®,1,1
7806,±Ì¿Ã∞®,1,1
7807,¥Áµµ,2,1
7808,±Ì¿Ã∞®,3,1
7809,¥Áµµ,2,1
7810,¥Áµµ,3,1
7811,±Ì¿Ã∞®,3,2
7812,¥Áµµ,1,1
7813,¥Áµµ,3,1
7814,±Ì¿Ã∞®,4,1
7815,¥Áµµ,3,1
7816,¥Áµµ,1,1
7817,¥Áµµ,4,1
7818,¥Áµµ,3,1
7819,±Ì¿Ã∞®,1,1
7820,¥Áµµ,4,3
7821,¥Áµµ,3,1
7822,±Ì¿Ã∞®,2,1
7823,¥Áµµ,1,1
7824,±Ì¿Ã∞®,2,1
7825,±Ì¿Ã∞®,3,2
7826,±Ì¿Ã∞®,3,1
7827,±Ì¿Ã∞®,4,3
7828,±Ì¿Ã∞®,2,1
7829,±Ì¿Ã∞®,3,2
7830,±Ì¿Ã∞®,3,2
7831,±Ì¿Ã∞®,2,1
7832,±Ì¿Ã∞®,7,5
7833,±Ì¿Ã∞®,2,1
7834,¥Áµµ,1,1
7835,¥Áµµ,2,1
7836,±Ì¿Ã∞®,2,1
7837,¥Áµµ,1,1
7838,¥Áµµ,4,2
7839,¥Áµµ,3,2
7840,¥Áµµ,2,1
7841,±Ì¿Ã∞®,2,1
7842,±Ì¿Ã∞®,3,1
7843,±Ì¿Ã∞®,2,1
7844,¥Áµµ,3,2
7845,±Ì¿Ã∞®,3,1
7846,¥Áµµ,4,3
7847,¥Áµµ,3,1
7848,±Ì¿Ã∞®,2,1
7849,±Ì¿Ã∞®,2,1
7850,¥Áµµ,3,1
7851,¥Áµµ,2,1
7852,±Ì¿Ã∞®,6,3
7853,±Ì¿Ã∞®,3,1
7854,±Ì¿Ã∞®,4,1
7855,±Ì¿Ã∞®,3,2
7856,±Ì¿Ã∞®,4,3
7857,±Ì¿Ã∞®,3,1
7858,¥Áµµ,2,1
7859,¥Áµµ,2,1
7860,¥Áµµ,2,1
7861,¥Áµµ,4,3
7862,±Ì¿Ã∞®,1,1
7863,±Ì¿Ã∞®,2,1
7864,±Ì¿Ã∞®,2,1
7865,±Ì¿Ã∞®,4,3
7866,±Ì¿Ã∞®,3,2
7867,¥Áµµ,1,1
7868,±Ì¿Ã∞®,6,3
7869,¥Áµµ,1,1
7870,¥Áµµ,2,1
7871,±Ì¿Ã∞®,1,1
7872,¥Áµµ,1,1
7873,¥Áµµ,3,2
7874,±Ì¿Ã∞®,5,4
7875,±Ì¿Ã∞®,3,1
7876,±Ì¿Ã∞®,0,0
7877,±Ì¿Ã∞®,2,1
7878,±Ì¿Ã∞®,3,2
7879,¥Áµµ,3,1
7880,±Ì¿Ã∞®,4,3
7881,±Ì¿Ã∞®,1,1
7882,¥Áµµ,2,1
7883,±Ì¿Ã∞®,2,1
7884,±Ì¿Ã∞®,2,1
7885,¥Áµµ,2,1
7886,¥Áµµ,1,1
7887,¥Áµµ,2,1
7888,±Ì¿Ã∞®,1,1
7889,¥Áµµ,2,1
7890,±Ì¿Ã∞®,2,1
7891,¥Áµµ,5,1
7892,¥Áµµ,3,2
7893,±Ì¿Ã∞®,2,1
7894,¥Áµµ,2,1
7895,±Ì¿Ã∞®,3,1
7896,±Ì¿Ã∞®,5,3
7897,¥Áµµ,3,2
7898,±Ì¿Ã∞®,2,1
7899,±Ì¿Ã∞®,1,1
7900,±Ì¿Ã∞®,5,2
7901,±Ì¿Ã∞®,2,1
7902,¥Áµµ,4,3
7903,¥Áµµ,2,1
7904,¥Áµµ,4,3
7905,±Ì¿Ã∞®,2,1
7906,±Ì¿Ã∞®,1,1
7907,±Ì¿Ã∞®,3,2
7908,±Ì¿Ã∞®,2,1
7909,±Ì¿Ã∞®,2,1
7910,±Ì¿Ã∞®,1,1
7911,¥Áµµ,3,2
7912,±Ì¿Ã∞®,4,3
7913,¥Áµµ,3,2
7914,¥Áµµ,3,2
7915,±Ì¿Ã∞®,2,1
7916,¥Áµµ,1,1
7917,¥Áµµ,2,1
7918,¥Áµµ,2,1
7919,¥Áµµ,4,2
7920,±Ì¿Ã∞®,4,3
7921,±Ì¿Ã∞®,5,4
7922,±Ì¿Ã∞®,3,1
7923,¥Áµµ,2,1
7924,¥Áµµ,3,2
7925,¥Áµµ,2,1
7926,±Ì¿Ã∞®,4,1
7927,¥Áµµ,3,2
7928,¥Áµµ,2,1
7929,¥Áµµ,1,1
7930,±Ì¿Ã∞®,1,1
7931,±Ì¿Ã∞®,2,1
7932,±Ì¿Ã∞®,2,1
7933,±Ì¿Ã∞®,1,1
7934,¥Áµµ,3,1
7935,¥Áµµ,4,3
7936,±Ì¿Ã∞®,2,1
7937,±Ì¿Ã∞®,3,2
7938,¥Áµµ,4,1
7939,¥Áµµ,1,1
7940,±Ì¿Ã∞®,2,1
7941,±Ì¿Ã∞®,3,1
7942,¥Áµµ,2,1
7943,¥Áµµ,3,1
7944,¥Áµµ,2,1
7945,±Ì¿Ã∞®,2,1
7946,±Ì¿Ã∞®,1,1
7947,¥Áµµ,3,2
7948,±Ì¿Ã∞®,3,1
7949,¥Áµµ,2,1
7950,¥Áµµ,3,2
7951,±Ì¿Ã∞®,3,2
7952,¥Áµµ,2,1
7953,±Ì¿Ã∞®,3,2
7954,±Ì¿Ã∞®,2,1
7955,¥Áµµ,2,1
7956,±Ì¿Ã∞®,2,1
7957,±Ì¿Ã∞®,3,1
7958,¥Áµµ,2,1
7959,±Ì¿Ã∞®,5,4
7960,±Ì¿Ã∞®,2,1
7961,¥Áµµ,4,1
7962,¥Áµµ,2,1
7963,±Ì¿Ã∞®,2,1
7964,±Ì¿Ã∞®,2,1
7965,¥Áµµ,1,1
7966,¥Áµµ,1,1
7967,¥Áµµ,2,1
7968,¥Áµµ,1,1
7969,¥Áµµ,2,1
7970,¥Áµµ,1,1
7971,±Ì¿Ã∞®,1,1
7972,¥Áµµ,2,1
7973,±Ì¿Ã∞®,4,2
7974,¥Áµµ,2,1
7975,±Ì¿Ã∞®,3,2
7976,±Ì¿Ã∞®,4,3
7977,¥Áµµ,5,4
7978,±Ì¿Ã∞®,4,3
7979,±Ì¿Ã∞®,3,1
7980,±Ì¿Ã∞®,2,1
7981,±Ì¿Ã∞®,3,2
7982,±Ì¿Ã∞®,3,1
7983,¥Áµµ,2,1
7984,¥Áµµ,5,3
7985,±Ì¿Ã∞®,1,1
7986,±Ì¿Ã∞®,1,1
7987,±Ì¿Ã∞®,2,1
7988,¥Áµµ,1,1
7989,±Ì¿Ã∞®,3,1
7990,¥Áµµ,2,1
7991,¥Áµµ,0,0
7992,±Ì¿Ã∞®,1,1
7993,¥Áµµ,2,1
7994,±Ì¿Ã∞®,3,1
7995,±Ì¿Ã∞®,2,1
7996,¥Áµµ,2,1
7997,±Ì¿Ã∞®,3,1
7998,±Ì¿Ã∞®,2,1
7999,¥Áµµ,4,1
8000,±Ì¿Ã∞®,3,1
8001,¥Áµµ,2,1
8002,¥Áµµ,3,1
8003,¥Áµµ,3,2
8004,±Ì¿Ã∞®,3,1
8005,¥Áµµ,3,2
8006,±Ì¿Ã∞®,2,1
8007,¥Áµµ,1,1
8008,¥Áµµ,2,1
8009,¥Áµµ,3,2
8010,¥Áµµ,2,1
8011,¥Áµµ,1,1
8012,¥Áµµ,3,1
8013,¥Áµµ,5,3
8014,¥Áµµ,2,1
8015,±Ì¿Ã∞®,2,1
8016,±Ì¿Ã∞®,2,1
8017,±Ì¿Ã∞®,3,2
8018,±Ì¿Ã∞®,4,2
8019,¥Áµµ,1,1
8020,¥Áµµ,1,1
8021,±Ì¿Ã∞®,2,1
8022,¥Áµµ,2,1
8023,±Ì¿Ã∞®,3,2
8024,±Ì¿Ã∞®,5,2
8025,±Ì¿Ã∞®,3,2
8026,±Ì¿Ã∞®,1,1
8027,¥Áµµ,3,1
8028,¥Áµµ,3,1
8029,±Ì¿Ã∞®,2,1
8030,¥Áµµ,2,1
8031,¥Áµµ,2,1
8032,±Ì¿Ã∞®,0,0
8033,±Ì¿Ã∞®,3,1
8034,¥Áµµ,0,0
8035,¥Áµµ,3,1
8036,±Ì¿Ã∞®,1,1
8037,¥Áµµ,5,3
8038,±Ì¿Ã∞®,2,1
8039,±Ì¿Ã∞®,1,1
8040,¥Áµµ,2,1
8041,¥Áµµ,1,1
8042,±Ì¿Ã∞®,2,1
8043,±Ì¿Ã∞®,3,2
8044,¥Áµµ,3,1
8045,±Ì¿Ã∞®,2,1
8046,±Ì¿Ã∞®,3,1
8047,±Ì¿Ã∞®,3,1
8048,±Ì¿Ã∞®,1,1
8049,±Ì¿Ã∞®,4,2
8050,±Ì¿Ã∞®,3,1
8051,¥Áµµ,3,2
8052,¥Áµµ,3,2
8053,¥Áµµ,2,1
8054,¥Áµµ,3,2
8055,±Ì¿Ã∞®,5,1
8056,±Ì¿Ã∞®,3,2
8057,¥Áµµ,2,1
8058,¥Áµµ,3,1
8059,±Ì¿Ã∞®,2,1
8060,±Ì¿Ã∞®,1,1
8061,±Ì¿Ã∞®,2,1
8062,±Ì¿Ã∞®,3,2
8063,±Ì¿Ã∞®,3,2
8064,¥Áµµ,2,1
8065,¥Áµµ,2,1
8066,¥Áµµ,2,1
8067,¥Áµµ,2,1
8068,±Ì¿Ã∞®,2,1
8069,±Ì¿Ã∞®,2,1
8070,±Ì¿Ã∞®,3,2
8071,¥Áµµ,2,1
8072,¥Áµµ,2,1
8073,±Ì¿Ã∞®,1,1
8074,±Ì¿Ã∞®,3,1
8075,±Ì¿Ã∞®,2,1
8076,¥Áµµ,0,0
8077,±Ì¿Ã∞®,5,1
8078,¥Áµµ,2,1
8079,±Ì¿Ã∞®,2,1
8080,±Ì¿Ã∞®,3,1
8081,¥Áµµ,2,1
8082,¥Áµµ,2,1
8083,¥Áµµ,2,1
8084,±Ì¿Ã∞®,2,1
8085,±Ì¿Ã∞®,3,1
8086,±Ì¿Ã∞®,2,1
8087,±Ì¿Ã∞®,1,1
8088,¥Áµµ,1,1
8089,¥Áµµ,1,1
8090,¥Áµµ,3,2
8091,±Ì¿Ã∞®,3,1
8092,¥Áµµ,3,1
8093,¥Áµµ,2,1
8094,±Ì¿Ã∞®,3,1
8095,±Ì¿Ã∞®,4,1
8096,¥Áµµ,2,1
8097,±Ì¿Ã∞®,2,1
8098,±Ì¿Ã∞®,2,1
8099,±Ì¿Ã∞®,1,1
8100,±Ì¿Ã∞®,3,1
8101,±Ì¿Ã∞®,2,1
8102,¥Áµµ,3,1
8103,¥Áµµ,4,2
8104,±Ì¿Ã∞®,1,1
8105,¥Áµµ,2,1
8106,¥Áµµ,1,1
8107,¥Áµµ,2,1
8108,±Ì¿Ã∞®,2,1
8109,¥Áµµ,4,3
8110,¥Áµµ,2,1
8111,¥Áµµ,2,1
8112,±Ì¿Ã∞®,3,2
8113,¥Áµµ,1,1
8114,±Ì¿Ã∞®,3,1
8115,±Ì¿Ã∞®,2,1
8116,¥Áµµ,1,1
8117,¥Áµµ,2,1
8118,±Ì¿Ã∞®,3,2
8119,¥Áµµ,1,1
8120,±Ì¿Ã∞®,4,2
8121,±Ì¿Ã∞®,3,1
8122,±Ì¿Ã∞®,1,1
8123,¥Áµµ,4,3
8124,±Ì¿Ã∞®,2,1
8125,¥Áµµ,2,1
8126,±Ì¿Ã∞®,1,1
8127,¥Áµµ,3,2
8128,¥Áµµ,2,1
8129,¥Áµµ,1,1
8130,¥Áµµ,2,1
8131,±Ì¿Ã∞®,1,1
8132,¥Áµµ,3,2
8133,¥Áµµ,2,1
8134,¥Áµµ,3,1
8135,±Ì¿Ã∞®,2,1
8136,±Ì¿Ã∞®,1,1
8137,¥Áµµ,4,3
8138,±Ì¿Ã∞®,3,2
8139,±Ì¿Ã∞®,5,2
8140,¥Áµµ,1,1
8141,±Ì¿Ã∞®,2,1
8142,±Ì¿Ã∞®,2,1
8143,¥Áµµ,2,1
8144,±Ì¿Ã∞®,3,1
8145,¥Áµµ,3,2
8146,¥Áµµ,1,1
8147,±Ì¿Ã∞®,5,4
8148,±Ì¿Ã∞®,5,1
8149,¥Áµµ,3,2
8150,±Ì¿Ã∞®,2,1
8151,±Ì¿Ã∞®,3,2
8152,¥Áµµ,3,1
8153,¥Áµµ,1,1
8154,¥Áµµ,2,1
8155,±Ì¿Ã∞®,3,2
8156,±Ì¿Ã∞®,2,1
8157,¥Áµµ,3,1
8158,¥Áµµ,2,1
8159,¥Áµµ,2,1
8160,±Ì¿Ã∞®,2,1
8161,±Ì¿Ã∞®,2,1
8162,¥Áµµ,2,1
8163,¥Áµµ,1,1
8164,±Ì¿Ã∞®,3,1
8165,±Ì¿Ã∞®,3,1
8166,¥Áµµ,2,1
8167,±Ì¿Ã∞®,1,1
8168,¥Áµµ,2,1
8169,¥Áµµ,2,1
8170,±Ì¿Ã∞®,2,1
8171,±Ì¿Ã∞®,1,1
8172,¥Áµµ,4,2
8173,±Ì¿Ã∞®,2,1
8174,±Ì¿Ã∞®,3,1
8175,±Ì¿Ã∞®,2,1
8176,¥Áµµ,3,1
8177,¥Áµµ,3,1
8178,±Ì¿Ã∞®,2,1
8179,±Ì¿Ã∞®,1,1
8180,±Ì¿Ã∞®,3,2
8181,±Ì¿Ã∞®,1,1
8182,¥Áµµ,3,1
8183,±Ì¿Ã∞®,1,1
8184,¥Áµµ,2,1
8185,±Ì¿Ã∞®,4,2
8186,¥Áµµ,2,1
8187,±Ì¿Ã∞®,2,1
8188,±Ì¿Ã∞®,2,1
8189,¥Áµµ,2,1
8190,¥Áµµ,1,1
8191,±Ì¿Ã∞®,3,1
8192,¥Áµµ,4,3
8193,¥Áµµ,2,1
8194,±Ì¿Ã∞®,1,1
8195,¥Áµµ,1,1
8196,¥Áµµ,4,3
8197,¥Áµµ,2,1
8198,¥Áµµ,1,1
8199,¥Áµµ,1,1
8200,±Ì¿Ã∞®,4,3
8201,¥Áµµ,1,1
8202,¥Áµµ,2,1
8203,¥Áµµ,2,1
8204,¥Áµµ,2,1
8205,±Ì¿Ã∞®,1,1
8206,±Ì¿Ã∞®,3,1
8207,¥Áµµ,1,1
8208,¥Áµµ,1,1
8209,±Ì¿Ã∞®,1,1
8210,±Ì¿Ã∞®,4,3
8211,±Ì¿Ã∞®,2,1
8212,¥Áµµ,1,1
8213,¥Áµµ,2,1
8214,±Ì¿Ã∞®,3,2
8215,¥Áµµ,2,1
8216,¥Áµµ,4,1
8217,±Ì¿Ã∞®,2,1
8218,±Ì¿Ã∞®,2,1
8219,¥Áµµ,3,2
8220,¥Áµµ,3,2
8221,¥Áµµ,2,1
8222,±Ì¿Ã∞®,3,1
8223,¥Áµµ,3,1
8224,±Ì¿Ã∞®,2,1
8225,±Ì¿Ã∞®,4,3
8226,¥Áµµ,2,1
8227,±Ì¿Ã∞®,5,1
8228,¥Áµµ,3,2
8229,±Ì¿Ã∞®,4,3
8230,±Ì¿Ã∞®,1,1
8231,¥Áµµ,2,1
8232,¥Áµµ,1,1
8233,¥Áµµ,3,2
8234,¥Áµµ,3,2
8235,±Ì¿Ã∞®,2,1
8236,±Ì¿Ã∞®,2,1
8237,¥Áµµ,3,2
8238,±Ì¿Ã∞®,4,1
8239,¥Áµµ,2,1
8240,±Ì¿Ã∞®,3,1
8241,¥Áµµ,3,1
8242,¥Áµµ,3,2
8243,¥Áµµ,3,2
8244,±Ì¿Ã∞®,2,1
8245,¥Áµµ,1,1
8246,±Ì¿Ã∞®,3,1
8247,±Ì¿Ã∞®,2,1
8248,¥Áµµ,2,1
8249,±Ì¿Ã∞®,5,3
8250,±Ì¿Ã∞®,3,1
8251,±Ì¿Ã∞®,2,1
8252,¥Áµµ,2,1
8253,¥Áµµ,2,1
8254,¥Áµµ,2,1
8255,¥Áµµ,4,2
8256,±Ì¿Ã∞®,2,1
8257,±Ì¿Ã∞®,5,4
8258,¥Áµµ,2,1
8259,±Ì¿Ã∞®,1,1
8260,±Ì¿Ã∞®,1,1
8261,±Ì¿Ã∞®,2,1
8262,±Ì¿Ã∞®,2,1
8263,±Ì¿Ã∞®,2,1
8264,¥Áµµ,1,1
8265,¥Áµµ,2,1
8266,±Ì¿Ã∞®,2,1
8267,±Ì¿Ã∞®,3,2
8268,¥Áµµ,2,1
8269,¥Áµµ,3,1
8270,¥Áµµ,3,1
8271,±Ì¿Ã∞®,2,1
8272,¥Áµµ,2,1
8273,¥Áµµ,1,1
8274,±Ì¿Ã∞®,1,1
8275,±Ì¿Ã∞®,3,1
8276,±Ì¿Ã∞®,2,1
8277,±Ì¿Ã∞®,1,1
8278,¥Áµµ,5,4
8279,¥Áµµ,3,1
8280,¥Áµµ,3,2
8281,±Ì¿Ã∞®,3,2
8282,±Ì¿Ã∞®,6,2
8283,¥Áµµ,1,1
8284,±Ì¿Ã∞®,2,1
8285,¥Áµµ,4,3
8286,¥Áµµ,6,4
8287,±Ì¿Ã∞®,1,1
8288,±Ì¿Ã∞®,4,1
8289,¥Áµµ,2,1
8290,¥Áµµ,3,2
8291,±Ì¿Ã∞®,2,1
8292,±Ì¿Ã∞®,3,2
8293,¥Áµµ,6,2
8294,¥Áµµ,5,1
8295,±Ì¿Ã∞®,2,1
8296,±Ì¿Ã∞®,2,1
8297,±Ì¿Ã∞®,2,1
8298,±Ì¿Ã∞®,2,1
8299,¥Áµµ,1,1
8300,¥Áµµ,2,1
8301,¥Áµµ,1,1
8302,±Ì¿Ã∞®,3,1
8303,±Ì¿Ã∞®,3,1
8304,±Ì¿Ã∞®,2,1
8305,¥Áµµ,3,1
8306,¥Áµµ,1,1
8307,±Ì¿Ã∞®,5,1
8308,¥Áµµ,3,2
8309,¥Áµµ,2,1
8310,¥Áµµ,2,1
8311,¥Áµµ,3,2
8312,±Ì¿Ã∞®,3,1
8313,±Ì¿Ã∞®,5,4
8314,¥Áµµ,3,2
8315,¥Áµµ,2,1
8316,±Ì¿Ã∞®,2,1
8317,±Ì¿Ã∞®,2,1
8318,±Ì¿Ã∞®,2,1
8319,¥Áµµ,1,1
8320,¥Áµµ,2,1
8321,¥Áµµ,3,1
8322,±Ì¿Ã∞®,2,1
8323,¥Áµµ,2,1
8324,±Ì¿Ã∞®,3,1
8325,¥Áµµ,1,1
8326,±Ì¿Ã∞®,2,1
8327,±Ì¿Ã∞®,3,1
8328,¥Áµµ,2,1
8329,±Ì¿Ã∞®,3,1
8330,¥Áµµ,1,1
8331,±Ì¿Ã∞®,1,1
8332,¥Áµµ,5,4
8333,¥Áµµ,2,1
8334,¥Áµµ,1,1
8335,±Ì¿Ã∞®,2,1
8336,¥Áµµ,3,1
8337,¥Áµµ,3,2
8338,¥Áµµ,3,2
8339,±Ì¿Ã∞®,3,1
8340,±Ì¿Ã∞®,3,1
8341,¥Áµµ,3,1
8342,±Ì¿Ã∞®,3,1
